country,party_id,year,party_name_short,party_name,rename,English name,leader_name,coalition,reason,party_in_title,movement,ideology,alliance,family_name,family_name_short,left_right,state_market,liberty_authority,exclude,democratization,foundation_year,id
NLD,1595,1959,Bp,Boerenpartij,Boerenpartij,Farmers' Party,0,0,foundation,Party in title,NA,social group,0,Agrarian,agr,4.9000000000000004,6.5,5.4,NA,Ist or IInd wave,1959,1
EST,1597,2006,IRL,Erakond Isamaa ja Res Publica Liit,Erakond Isamaa ja Res Publica Liit,The Fatherland and Res Publica Union party,0,0,I and ERP merged,No party in title,Union,national,0,Conservative,con,8.4962,8.2456,6.1052999999999997,NA,IIIrd wave in EE,NA,1
ROU,1601,1990,PSDR,Partidul Social Democrat Român,Partidul Social Democrat Român,Romanian Social Democratic Party,0,0,foundation,Party in title,NA,social,0,Social democracy,soc,3.3,3.5,3.5,NA,IIIrd wave in EE,1990,1
CHE,1602,1984,FPS,Schweizer Auto-Partei – Parti Automobiliste Suisse,Schweizer Auto-Partei – Parti Automobiliste Suisse,Swiss Car Party,0,0,foundation,Party in title,NA,Social group,0,Right-wing,right,8.0556000000000001,5.9,8.5,NA,Ist or IInd wave,1984,1
CHE,1602,1994,FPS,Schweizer Auto-Partei – Parti Automobiliste Suisse,Freiheitspartei der Schweiz,Swiss Freedom Party,0,0,renamed,Party in title,NA,liberal,0,Right-wing,right,8.0556000000000001,5.9,8.5,NA,Ist or IInd wave,1984,2
DNK,1605,1945,V,"Venstre, Danmarks Liberale Parti","Venstre, Danmarks Liberale Parti","Left, Denmark's Liberal Party",0,0,foundation,No party in title,No reference,left,0,Liberal,lib,7.2919999999999998,7.3696,4.9957000000000003,NA,Ist or IInd wave,1870,1
DNK,1605,1953,V,Venstre,De Uafhængige,Independent Party,0,0,split,No party in title,No reference,left,0,Liberal,lib,7.2919999999999998,7.3696,4.9957000000000003,NA,Ist or IInd wave,1870,2
DNK,1606,1945,RF,Retsforbund,Retsforbund,Justice Party,0,0,foundation,No party in title,Association,Broad reference to values,0,Liberal,lib,6,6.7,3.6,NA,Ist or IInd wave,1919,1
CZE,1616,1994,DU,Demokratická unie,Demokratická unie,Democratic Union,0,0,foundation,No party in title,Union,democracy,0,Liberal,lib,6,6.7,3.6,NA,IIIrd wave in EE,1994,1
SVN,1619,1989,ZS,Zeleni Slovenije,Zeleni Slovenije,Greens of Slovenia,0,0,foundation,No party in title,green,green,0,Green/Ecologist,eco,2.5,2.5,1.8,NA,IIIrd wave in EE,1989,1
SVN,1619,2018,ZS,Zeleni Slovenije,Andrej Čuš in Zeleni Slovenije,Andrej Čuš and Greens of Slovenia,1,0,renamed,No party in title,green,name of the leader,0,NA,NA,NA,NA,NA,NA,IIIrd wave in EE,1989,2
SVK,1620,2009,MH,Most-Híd,Most-Híd,Most-Híd,0,0,successor of SMK-MKP,No party in title,No reference,Broad reference to values,0,Conservative,con,7.4,6.4,7,1,IIIrd wave in EE,NA,1
LTU,1623,1945,TSKP,Lietuvos komunistų partija TSKP platformoje,Lietuvos komunistų partija ant Tarybų Sąjungos komunistų partijos platformos,The Communist Party of Lithuania on the platform of the Communist Party of the Soviet Union,0,0,foundation,Party in title,NA,communist,0,Communist/Socialist,com,1.3,1.4,3,NA,IIIrd wave in EE,1918,1
LTU,1623,1989,TSKP,Lietuvos komunistų partija TSKP platformoje,Lietuvos komunistų partija,Communist Party of Lithuania,0,0,successor,Party in title,NA,communist,0,Communist/Socialist,com,1.3,1.4,3,1,IIIrd wave in EE,1918,2
DNK,1629,1945,Sd,Socialdemokraterne,Socialdemokraterne,Social Democrats,0,0,foundation,Party in title,NA,social-democratic,0,Social democracy,soc,3.8010999999999999,3.5292,4.2721999999999998,NA,Ist or IInd wave,1871,1
DNK,1629,1976,Sd,Socialdemokraterne,Centrumdemokraterne,Centre Democrats,0,0,split,Party in title,NA,social-democratic,0,Social democracy,soc,3.8010999999999999,3.5292,4.2721999999999998,NA,Ist or IInd wave,1871,2
LTU,1632,1990,LVP,Lietuvos valstiečių partija,Lietuvos valstiečių partija,Lithuanian Peasant Party,0,0,foundation,Party in title,NA,social group,0,Agrarian,agr,2.645,2.75,8,NA,IIIrd wave in EE,1990,1
ITA,1633,1945,DC,Democrazia Cristiana,Democrazia Cristiana,Christian Democracy,0,0,foundation,No party in title,No reference,christian-democratic,0,Christian democracy,chr,5.6611000000000002,5.7,7.1,NA,Ist or IInd wave,1943,1
ITA,1633,1994,DC,Democrazia Cristiana,Partito Popolare Italiano,Italian Popular Party,0,0,renamed,Party in title,NA,Broad reference with country name,0,Christian democracy,chr,5.6611000000000002,5.7,7.1,NA,Ist or IInd wave,1943,2
NOR,1638,1973,RV,Rød Valgallianse,Rød Valgallianse,Red Electoral Alliance,0,0,foundation,No party in title,Alliance,left,0,Communist/Socialist,com,0.40889999999999999,0.5764,1,NA,Ist or IInd wave,1973,1
NOR,1638,2007,RV,Rød Valgallianse,Rødt,Red,0,0,renamed,No party in title,No reference,left,0,Communist/Socialist,com,0.40889999999999999,0.5764,1,NA,Ist or IInd wave,1973,2
DNK,1644,1959,SF,Socialistik Folkeparti,Socialistisk Folkeparti,Socialist People's Party,0,0,split from DKP,Party in title,NA,socialist,0,Green/Ecologist,eco,2.1347,2.1035,2.1476000000000002,NA,Ist or IInd wave,NA,1
SVK,1645,2001,OKS,Obcianska konzervatívna strana,Obcianska konzervatívna strana,Civic Conservative Party,0,0,split from DS,Party in title,NA,conservative,0,Conservative,con,8.4210999999999991,8.4211,8.4210999999999991,NA,IIIrd wave in EE,NA,1
SVK,1651,1990,SDSS,Sociálnodemokratická strana Slovenska,Sociálnodemokratická strana Slovenska,Social Democratic Party of Slovakia,0,0,foundation,Party in title,NA,social-democratic,0,Social democracy,soc,4.8110999999999997,3.5,3.5,NA,IIIrd wave in EE,1990,1
LVA,1656,1990,LSDSP,Latvijas Sociāldemokrātiskā Strādnieku Partija,Latvijas Sociāldemokrātiskā Strādnieku Partija,Latvian Social Democratic Workers' Party,0,0,refoundation,Party in title,NA,labour,0,Social democracy,soc,2.5,2.625,6.835,NA,IIIrd wave in EE,NA,1
LVA,1656,2001,LSDSP,Latvijas Sociāldemokrātiskā Strādnieku Partija,Latvijas Sociāldemokrātiskā Strādnieku Partija,Latvian Social Democratic Workers' Party,0,0,successor of SDP,Party in title,NA,labour,0,Social democracy,soc,2.5,2.625,6.835,1,IIIrd wave in EE,NA,2
LVA,1656,2010,LSDSP,Latvijas Sociāldemokrātiskā Strādnieku Partija,Latvijas Sociāldemokrātiskā Strādnieku Partija,Latvian Social Democratic Workers' Party,0,0,Lib joined,Party in title,NA,labour,0,Social democracy,soc,2.5,2.625,6.835,1,IIIrd wave in EE,NA,3
ITA,1661,1998,PdCI,Partito dei Comunisti Italiani,Partito dei Comunisti Italiani,Party of Italian Communists,0,0,split from PRC,Party in title,NA,communist,0,Communist/Socialist,com,1.0423,0.9046,1.2704,NA,Ist or IInd wave,NA,1
ITA,1661,2006,PdCI,Partito dei Comunisti Italiani,L'Unione,The Union,0,1,alliance,No party in title,Union,Broad reference to values,1,Communist/Socialist,com,1.0423,0.9046,1.2704,1,Ist or IInd wave,NA,2
ITA,1661,2008,PdCI,Partito dei Comunisti Italiani,La Sinistra – L'Arcobaleno,The Left – The Rainbow,0,1,"alliance between PRC, FdV, SD, PdCI",No party in title,No reference,left,1,Communist/Socialist,com,1.0423,0.9046,1.2704,NA,Ist or IInd wave,NA,3
ITA,1661,2009,PdCI,Partito dei Comunisti Italiani,Federazione della Sinistra,Federation of the Left,0,1,alliance,No party in title,Federation,left,1,Communist/Socialist,com,1.0423,0.9046,1.2704,1,Ist or IInd wave,NA,4
ITA,1661,2013,PdCI,Partito dei Comunisti Italiani,Rivoluzione Civile,Civil Revolution,0,1,"alliance between PRC, PdCI, IdV, FdV",No party in title,revolution,Broad reference to values,1,Communist/Socialist,com,1.0423,0.9046,1.2704,NA,Ist or IInd wave,NA,5
ITA,1661,2014,PdCI,Partito dei Comunisti Italiani,Partito Comunista d'Italia,Communist Party of Italy,0,0,renamed,Party in title,NA,communist,0,Communist/Socialist,com,1.0423,0.9046,1.2704,1,Ist or IInd wave,NA,6
ITA,1661,2016,PdCI,Partito dei Comunisti Italiani,Partito Comunista Italiano,Italian Communist Party,0,0,renamed,Party in title,NA,communist,0,Communist/Socialist,com,1.0423,0.9046,1.2704,1,Ist or IInd wave,NA,7
LVA,1666,2009,V,Vienotība,Vienotība,Unity,0,0,"merger of PS, JL, SCP",No party in title,Unity,Broad reference,0,Conservative,con,7.4,6.4,7,1,IIIrd wave in EE,NA,1
LVA,1666,2018,JV,Jaunā Vienotība,Jaunā Vienotība,New Unity,0,1,alliance,No party in title,NA,Broad reference to values,1,Liberal,lib,NA,NA,NA,NA,IIIrd wave in EE,NA,2
LVA,1667,2010,PLL,Par Labu Latviju!,Par Labu Latviju!,For a Good Latvia,0,1,"alliance between TP, LPP/LC, Businessmen’s Movement ‘For a Good Latvia’, Ogres novadem, Vienota R¯ezekne, Latgales tauta",No party in title,No reference,Broad reference with action verb,1,Conservative,con,7.4,6.4,7,1,IIIrd wave in EE,NA,1
POL,1679,2010,PjN,Polska jest Najważniejsza,Polska jest Najważniejsza,Poland Comes First,0,0,split from PiS,No party in title,No reference,Broad reference with action verb,0,Conservative,con,7.4,6.4,7,NA,IIIrd wave in EE,NA,1
POL,1691,1991,PPG,Polski Program Gospodarczy [Duże Piwo],Polski Program Gospodarczy [Duże Piwo],Polish Economic Program [Large Beer],0,0,split from PPPP,No party in title,Program,Broad reference with country name,0,NA,NA,6,NA,NA,NA,IIIrd wave in EE,NA,1
DEU,1701,1961,GDP,Gesamtdeutsche Partei,Gesamtdeutsche Partei,All-German Party,0,0,merger of GB/BHE and DP,Party in title,NA,Broad reference with country name,0,Conservative,con,7.4,6.4,7,NA,Ist or IInd wave,NA,1
ITA,1702,1959,PDIUM,Partito Democratico Italiano di Unità Monarchica,Partito Democratico Italiano di Unità Monarchica,Italian Democratic Party of Monarchist Unity,0,0,"merger of PNM, PMP",Party in title,NA,monarchist,0,Conservative,con,7.4,6.4,7,NA,Ist or IInd wave,NA,1
POL,1712,1997,NCD -BdP,Narodowo Chrześcijańsko Demokratyczny – Blok dla Polski,Narodowo Chrześcijańsko Demokratyczny – Blok dla Polski,National Christian Democratic -- Block for Poland,0,1,alliance,No party in title,Block,christian democrat,1,Christian democracy,chr,6.2,NA,NA,NA,IIIrd wave in EE,NA,1
AUT,1745,1999,DU,Die Unabhängigen – Liste Lugner,Die Unabhängigen – Liste Lugner,The Independents – Lugner's List,1,0,foundation,No party in title,List,name of the leader,0,NA,NA,NA,NA,NA,NA,Ist or IInd wave,1999,1
AUT,1746,2008,Fritz,Liste Fritz Dinkhauser – Bürgerforum Tirol,Liste Fritz Dinkhauser – Bürgerforum Tirol,Fritz Dinkhauser List – Citizens' Forum Tyrol,0,0,split from ÖVP,No party in title,Forum,name of the leader,0,NA,NA,3.3,NA,NA,NA,Ist or IInd wave,NA,1
POL,1758,1989,ZChN,Zjednoczenie Chrześcijańsko-Narodowe,Zjednoczenie Chrześcijańsko-Narodowe,Christian National Union,0,0,foundation,No party in title,Union,christian,0,Conservative,con,7.4,6.4,7,NA,IIIrd wave in EE,1989,1
SVK,1759,2010,OLaNO,Obyčajní ľudia a nezávislé osobnosti,Obyčajní ľudia a nezávislé osobnosti,Ordinary people and independent personalities,0,0,foundation,No party in title,No reference,anti-elitism,0,Conservative,con,7.4,6.4,7,NA,IIIrd wave in EE,2010,1
SVK,1759,2023,SLOVENSKO,Obyčajní ľudia a nezávislé osobnosti,Slovensko,Slovakia,0,0,renamed,No party in title,NA,Broad reference with country name,0,Conservative,con,7.4,6.4,7,NA,IIIrd wave in EE,2010,2
PRT,1772,1979,Ref,Reformadores,Movimento dos Reformadores,Reformers Movement,0,0,split from PS,No party in title,No reference,reformist,0,Communist/Socialist,com,1.3,1.4,3,NA,IIIrd wave in SE,NA,1
NOR,1773,1961,SF,Sosialistisk Folkeparti,Sosialistisk Folkeparti,Socialist People's Party,0,0,split from D N A,Party in title,NA,socialist,0,Communist/Socialist,com,1.3,1.4,3,1,Ist or IInd wave,NA,1
EST,1794,1993,TEE,Tuleviku Eesti | Iseseisvuspartei,Tuleviku Eesti Erakond,Estonian Future Party,0,0,split from ERSP,Party in title,NA,Broad reference with country name,0,Right-wing,right,8.8000000000000007,5.9,8.5,NA,IIIrd wave in EE,NA,1
LVA,1942,2011,RP,Zatlera Reformu partija,Zatlera Reformu partija,Zatlers' Reform Party,1,0,foundation,Party in title,NA,name of the leader,0,Conservative,con,7.4,6.4,7,NA,IIIrd wave in EE,2011,1
LVA,1942,2014,RP,Zatlera Reformu partija,Reformu partija,Reform Party,0,0,renamed,Party in title,NA,reformist,0,Conservative,con,7.4,6.4,7,NA,IIIrd wave in EE,2011,2
POL,1945,2011,RP,Twój Ruch (Palikota),Ruch Palikota,Palikot's Movement,1,0,foundation,No party in title,Movement,name of the leader,0,Liberal,lib,6,6.7,3.6,NA,IIIrd wave in EE,2011,1
POL,1945,2013,RP,Twój Ruch (Palikota),Twój Ruch,Your Movement,0,0,renamed,No party in title,Movement,Broad reference with action verb,0,Liberal,lib,6,6.7,3.6,NA,IIIrd wave in EE,2011,2
HUN,1970,2014,DK,Demokratikus Koalíció,Demokratikus Koalíció,Democratic Coalition,0,0,split from MSZP,No party in title,Coalition,democratic,0,Social democracy,soc,3.3,3.5,3.5,NA,IIIrd wave in EE,NA,1
HUN,1970,2020,NA,Egységben Magyarországért,Egységben Magyarországért,United for Hungary,0,1,alliance,No party in title,union,Broad reference with country name,1,NA,NA,NA,NA,NA,NA,IIIrd wave in EE,NA,2
SVN,1987,2011,LZJ-PS,Lista Zorana Jankovića – Pozitivna Slovenija,Lista Zorana Jankovića – Pozitivna Slovenija,Zoran Janković's List – Positive Slovenia,1,0,foundation,No party in title,List,name of the leader,0,Social democracy,soc,3.3,3.5,3.5,NA,IIIrd wave in EE,2011,1
SVN,1987,2012,LZJ-PS,Lista Zorana Jankovića – Pozitivna Slovenija,Pozitivna Slovenija,Positive Slovenia,0,0,renamed,No party in title,No reference,Broad reference with country name,0,Social democracy,soc,3.3,3.5,3.5,NA,IIIrd wave in EE,2011,2
SVN,1988,2011,DL,Državljanska lista,Državljanska lista,Civic List,0,0,foundation,No party in title,List,Broad reference,0,Liberal,lib,6,6.7,3.6,NA,IIIrd wave in EE,2011,1
SVN,1988,2012,DL,Državljanska lista,Državljanska lista Gregorja Viranta,Gregor Virant's Civic List,1,0,renamed,No party in title,List,name of the leader,0,Liberal,lib,6,6.7,3.6,NA,IIIrd wave in EE,2011,2
ROU,2002,2010,UNPR,Uniunea Naţională pentru Progresul României,Uniunea Naţională pentru Progresul României,National Union for the Progress of Romania,0,0,split from PSD,No party in title,Union,Broad reference with country name,0,Social democracy,soc,3.3,3.5,3.5,NA,IIIrd wave in EE,NA,1
ROU,2002,2015,UNPR,Uniunea Naţională pentru Progresul României,Uniunea Naţională pentru Progresul României,National Union for the Progress of Romania,0,0,merged with PP-DD,No party in title,Union,Broad reference with country name,0,Social democracy,soc,3.3,3.5,3.5,1,IIIrd wave in EE,NA,2
CZE,2020,2021,PirStan,Piráti a Starostové,Piráti a Starostové,Pirates and Mayors,0,1,alliance,No party in title,No reference,pirate,1,Pirate,NA,NA,NA,NA,NA,IIIrd wave in EE,NA,1
CZE,2024,2004,STAN,Starostové a nezávislí,Starostové a nezávislí,Mayors and Independents,0,0,foundation,No party in title,No reference,independent,0,Special issue,spec,NA,NA,NA,NA,IIIrd wave in EE,2004,1
ROU,2040,1997,ApR,Alianta pentru Romania,Alianta pentru Romania,Alliance for Romania,0,0,split from PDSR,No party in title,Alliance,Name of the region/ ethnic group,0,Social democracy,soc,3.3,3.5,3.5,NA,IIIrd wave in EE,NA,1
GRC,2091,2012,ANEL,Anexartitoi Ellines,Anexartitoi Ellines,Independant Greeks,0,0,foundation,No party in title,No reference,independence,0,Right-wing,right,8.8000000000000007,5.9,8.5,NA,IIIrd wave in SE,2012,1
GRC,2092,1985,LS-CA,Laikos Syndesmos – Chrysi Avg,Laikos Syndesmos – Chrysi Avg,Popular Association – Golden Dawn,0,0,split from EPEN,No party in title,Association,Broad reference with action verb,0,Right-wing,right,8.8000000000000007,5.9,8.5,NA,IIIrd wave in SE,NA,1
GRC,2093,2010,DIMAR,Dimokratiki Aristera,Dimokratiki Aristera,Democratic Left,0,0,foundation,No party in title,No reference,left,0,Social democracy,soc,3.3,3.5,3.5,NA,IIIrd wave in SE,2010,1
GRC,2093,2015,DIMAR,Dimokratiki Aristera,Dimokratiki Symparataxi,Democratic Alignment,0,1,alliance,No party in title,Alignment,democratic,1,NA,NA,NA,NA,NA,NA,IIIrd wave in SE,2010,2
GRC,2093,2018,DIMAR,Dimokratiki Aristera,Kínima Allagís,Movement for Change,0,1,"alliance between PASOK, KIDISO, To Potami and DIMAR",No party in title,No reference,left,1,Social democracy,soc,3.3,3.5,3.5,1,IIIrd wave in SE,2010,3
ROU,2099,1992,PL/DC,Partidul Liberal / Convenția Democrată,Partidul Liberal / Convenția Democrată,Liberal Party / Democratic Convention,0,0,split from PNL,Party in title,NA,democratic,0,Liberal,lib,6,6.7,3.6,NA,IIIrd wave in EE,NA,1
NLD,2109,2009,'50+’,50PLUS,50PLUS,50PLUS,0,0,foundation,No party in title,No reference,social group,0,NA,NA,NA,NA,NA,NA,Ist or IInd wave,2009,1
LTU,2121,2012,DK,Drąsos kelias,Drąsos kelias,The Way of Courage,0,0,foundation,No party in title,The way,Broad reference to values,0,Special issue,spec,NA,NA,NA,NA,IIIrd wave in EE,2012,1
ROU,2130,2011,PP-DD,Partidul Poporului – Dan Diaconescu,Partidul Poporului – Dan Diaconescu,People's Party – Dan Diaconescu,1,0,foundation,Party in title,NA,name of the leader,0,Communist/Socialist,com,1.3,1.4,3,NA,IIIrd wave in EE,2011,1
HRV,2133,1997,SDSS,Samostalna demokratska srpska stranka,Samostalna demokratska srpska stranka,Independent Democratic Serb Party,0,0,foundation,Party in title,NA,Name of the region/ ethnic group,0,Social democracy,soc,3.3,NA,NA,NA,IIIrd wave in EE,1997,1
HRV,2134,1986,HSU,Hrvatska stranka umirovljenika,Hrvatska stranka umirovljenika,Croatian Party of Pensioners,0,0,foundation,Party in title,NA,Social group,0,Special issue,NA,NA,NA,NA,NA,IIIrd wave in EE,1986,1
FRA,2143,1993,MDC,Mouvement des citoyens,Mouvement des citoyens,Citizens' Movement,0,0,foundation,No party in title,Movement,Broad reference,0,Communist/Socialist,com,1.3,1.4,3,NA,Ist or IInd wave,1993,1
FRA,2143,2002,MDC,Mouvement des citoyens,Pôle républicain,Republican Pole,0,0,renamed,No party in title,pole,republican,0,Communist/Socialist,com,1.3,1.4,3,NA,Ist or IInd wave,1993,2
FRA,2143,2003,MDC,Pôle républicain,Pôle républicain,Republican Pole,0,0,successor,No party in title,pole,republican,0,Communist/Socialist,com,1.3,1.4,3,NA,Ist or IInd wave,1993,3
FRA,2143,2018,MDC,Mouvement républicain et citoyen,Mouvement républicain et citoyen,Republican and Citizen Movement,0,0,refoundation,No party in title,Movement,republican,0,Communist/Socialist,com,1.3,1.4,3,NA,Ist or IInd wave,1993,4
AUT,2150,2013,TS,Team Stronach für Österreich,Team Stronach für Österreich,Team Stronach for Austria,0,0,foundation,No party in title,Team,name of the leader,0,Liberal,lib,6,6.7,3.6,NA,Ist or IInd wave,2013,1
ITA,2153,2012,CD,Centro Democratico,Centro Democratico,Democratic Centre,0,0,split from IdV,No party in title,centre,democratic,0,Liberal,lib,6,6.7,3.6,1,Ist or IInd wave,NA,1
ITA,2154,2012,FdI-CN,Fratelli d'Italia – Centrodestra Nazionale,Fratelli d'Italia – Centrodestra Nazionale,Brothers of Italy - National Center Right,0,0,split from PdL,No party in title,Brotherhood,Broad reference with country name,0,Conservative,con,7.4,6.4,7,NA,Ist or IInd wave,NA,1
ITA,2154,2014,FdI-CN,Fratelli d'Italia – Centrodestra Nazionale,Fratelli d'Italia - Alleanza Nazionale,Brothers of Italy - National Alliance,0,0,renamed,No party in title,Brotherhood,Broad reference with country name,0,Conservative,con,7.4,6.4,7,NA,Ist or IInd wave,NA,2
ITA,2154,2018,FdI-CN,Fratelli d'Italia - Alleanza Nazionale,Centro Democratico,Democratic Centre,0,0,"merger of Forza Italia, Lega, Fratelli d'Italia, Noi con l'Italia-UDC",No party in title,Brotherhood,Broad reference with country name,0,Conservative,con,7.4,6.4,7,NA,Ist or IInd wave,NA,3
ITA,2155,2009,M5S,Movimento 5 Stelle,Movimento 5 Stelle,Five Star Movement,0,0,foundation,No party in title,Movement,Broad reference,0,no family,none,NA,NA,NA,NA,Ist or IInd wave,2009,1
ITA,2156,2013,SC,Scelta Civica,Scelta Civica,Civic Choice,0,0,foundation,No party in title,No reference,Broad reference to values,0,Liberal,lib,6,6.7,3.6,NA,Ist or IInd wave,2013,1
SVK,2160,2002,HZD,Hnutie za demokraciu,Hnutie za demokraciu,Movement for Democracy,0,0,split from HZDS,No party in title,Movement,democratic,0,Conservative,con,7.4,6.4,7,1,IIIrd wave in EE,NA,1
BGR,2174,1991,SDS-ts,Suyuz na Demokratichnite Sili – Tsentur,Suyuz na Demokratichnite Sili – Tsentur,Union of Democratic Forces - Center,0,0,split from SDS,No party in title,Union,democracy,0,Social democracy,soc,3.3,3.5,3.5,1,IIIrd wave in EE,NA,1
BGR,2175,1991,SDS-I,Suyuz na Demokratichnite Sili – Liberali,Suyuz na Demokratichnite Sili – Liberali,Union of Democratic Forces - Liberals,0,0,split from SDS,No party in title,Union,liberal,0,Liberal,lib,6,6.7,3.6,NA,IIIrd wave in EE,NA,1
BGR,2180,2004,NV,Novoto vreme,Novoto vreme,New Time,0,0,split from NDSV,No party in title,No reference,Broad reference,0,Green/Ecologist,eco,2.5,2.5,1.8,NA,IIIrd wave in EE,NA,1
HRV,2181,2009,HSP-AS,Hrvatska stranka prava dr. Ante Starčević,Hrvatska stranka prava dr. Ante Starčević,Croatian Party of Rights Dr. Ante Starčević,1,0,split from HSP,Party in title,NA,name of the leader,0,Right-wing,right,8.8000000000000007,5.9,8.5,NA,IIIrd wave in EE,NA,1
HRV,2181,2014,HSP-AS,Hrvatska stranka prava dr. Ante Starčević,Hrvatska konzervativna stranka,Croatian Conservative Party,0,0,split,Party in title,NA,name of the leader,0,Right-wing,right,8.8000000000000007,5.9,8.5,NA,IIIrd wave in EE,NA,2
HRV,2182,2010,HL-LR,Hrvatski laburisti – Stranka rada,Hrvatski laburisti – Stranka rada,Croatian Labourists – Labour Party,0,0,foundation,Party in title,NA,labour,0,Communist/Socialist,com,1.3,1.4,3,NA,IIIrd wave in EE,2010,1
NOR,2194,2015,FeBo,Felleslister borgerlige,Felleslister borgerlige,Common list Civil,0,0,foundation,No party in title,List,social group,0,Conservative,con,7.4,6.4,7,NA,Ist or IInd wave,2015,1
HRV,2199,1995,HSP-1861,Hrvatska Stranka Prava 1861,Hrvatska Stranka Prava 1861,Croatian Party of Rights 1861,0,0,split from HSP,Party in title,NA,right,0,Right-wing,right,8.8000000000000007,5.9,8.5,NA,IIIrd wave in EE,NA,1
BGR,2211,2011,NFSB,Natsionalen Front za Spasenie na Balgariya,Natsionalen Front za Spasenie na Balgariya,National Front for the Salvation of Bulgaria,0,0,foundation,No party in title,Front,Broad reference with action verb,0,Right-wing,right,8.8000000000000007,5.9,8.5,NA,IIIrd wave in EE,2011,1
BGR,2211,2014,NFSB,Natsionalen Front za Spasenie na Balgariya,Otechestven front,Patriotic Front,0,1,alliance,No party in title,Front,patriotic,1,Right-wing,right,7.4,NA,NA,1,IIIrd wave in EE,2011,2
BGR,2211,2016,VMRO,Natsionalen Front za Spasenie na Balgariya,Obedineni Patrioti,United Patriots,0,1,alliance,No party in title,Union,patriotic,1,Right-wing,right,7.4,NA,NA,1,IIIrd wave in EE,2011,3
BGR,2212,1999,VMRO,VMRO – Balgarsko Natsionalno Dvizhenie,VMRO – Balgarsko Natsionalno Dvizhenie,IMRO -- Bulgarian National Movement,0,0,foundation,No party in title,Movement,national,NA,Right-wing,right,7.4,NA,NA,NA,IIIrd wave in EE,1999,1
BGR,2212,2014,VMRO,VMRO – Balgarsko Natsionalno Dvizhenie,Otechestven front,Patriotic Front,0,1,alliance,No party in title,Front,patriotic,1,Right-wing,right,7.4,NA,NA,NA,IIIrd wave in EE,1999,2
BGR,2212,2016,VMRO,VMRO – Balgarsko Natsionalno Dvizhenie,Obedineni Patrioti,United Patriots,0,1,alliance,No party in title,Union,patriotic,1,Right-wing,right,7.4,NA,NA,NA,IIIrd wave in EE,1999,3
IRL,2217,1970,SF,Sinn Féin,Provisional Sinn Féin,Provisional ourselves,0,0,split from SFWP,No party in title,No reference,Broad reference to values,0,Communist/Socialist,com,2.7934999999999999,2.0316,4.5004999999999997,NA,Ist or IInd wave,NA,1
IRL,2217,1983,SF,Sinn Féin,Sinn Féin,Ourselves,0,0,renamed,No party in title,No reference,Broad reference to values,0,Communist/Socialist,com,2.7934999999999999,2.0316,4.5004999999999997,1,Ist or IInd wave,NA,2
SVK,2246,1992,MOS,Maďarská občianska strana – Magyar polgári párt,Maďarská občianska strana – Magyar polgári párt,Hungarian Civic Party,0,0,foundation,Party in title,NA,Name of the region/ ethnic group,0,Liberal,lib,6,6.7,3.6,NA,IIIrd wave in EE,1992,1
SVK,2247,1990,MKDM,Maďarské kresťanskodemokratické hnutie – Magyar kereszténydemokrata mozgalom,Maďarské kresťanskodemokratické hnutie – Magyar kereszténydemokrata mozgalom,Hungarian Christian Democratic Movement,0,0,foundation,No party in title,Movement,Name of the region/ ethnic group,0,Christian democracy,chr,6.6666999999999996,5.7,7.1,NA,IIIrd wave in EE,1990,1
SVK,2248,1990,S-E,Spolužitie – Együttélés,Spolužitie – Együttélés,Coexistence,0,0,foundation,No party in title,No reference,Broad reference to values,0,Conservative,con,7.4,6.4,7,NA,IIIrd wave in EE,1990,1
DEU,2253,2013,AfD,Alternative für Deutschland,Alternative für Deutschland,Alternative for Germany,0,0,foundation,No party in title,Alternative,Broad reference with country name,0,Right-wing,right,8.8000000000000007,5.9,8.5,NA,Ist or IInd wave,2013,1
NOR,2254,1988,MDG,Miljøpartiet De Grønne,Miljøpartiet De Grønne,Environment Party The Greens,0,0,foundation,Party in title,NA,green,0,Green/Ecologist,eco,NA,NA,NA,NA,Ist or IInd wave,1988,1
AUT,2255,2012,NEOS,NEOS - Das Neue Österreich,NEOS - Das Neue Österreich,NEOS – The New Austria,0,0,foundation,No party in title,No reference,Broad reference with country name,0,Liberal,lib,6,6.7,3.6,NA,Ist or IInd wave,2012,1
AUT,2255,2014,NEOS,NEOS - Das neue Österreich und Liberales Forum,NEOS - Das neue Österreich und Liberales Forum,NEOS – The New Austria and Liberal Forum,0,0,merged with LIF,No party in title,Forum,liberal,0,Liberal,lib,6,6.7,3.6,NA,Ist or IInd wave,2012,2
LUX,2256,2009,Pi,Piratepartei Lëtzebuerg,Piratepartei Lëtzebuerg,Pirate Party Luxembourg,0,0,foundation,Party in title,NA,pirate,0,Special issue,spec,NA,NA,NA,NA,Ist or IInd wave,2009,1
CZE,2261,2009,Pi,Česká pirátská strana,Česká pirátská strana,Czech Pirate Party,0,0,foundation,Party in title,NA,pirate,0,Special issue,spec,NA,NA,NA,NA,IIIrd wave in EE,2009,1
CZE,2262,2013,UPD,Úsvit přímé demokracie,Úsvit přímé demokracie Tomia Okamury,Tomio Okamura's Dawn of Direct Democracy,1,0,foundation,No party in title,No reference,name of the leader,0,NA,NA,NA,NA,NA,NA,IIIrd wave in EE,2013,1
